,Month Submitted,Year Submitted,lastpage. Last page,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate,"FCV, BEV Dummy",Model Year,Manufacturer,Model
990,4,2015,43.0,0,0,0,0,175000.0,2,0,1,3,113.05,0,10.12,2,35,1,2,6000,1.0,2014,Smart,fortwo
996,4,2015,43.0,0,0,1,0,325000.0,-2,1,1,4,81.15,0,29.6,4,45,0,2,11454,1.0,2014,Chevrolet,Spark EV
1000,4,2015,43.0,0,0,0,0,325000.0,2,1,1,4,235.49,0,18.36,2,35,0,2,8400,1.0,2013,Nissan,Leaf
1001,4,2015,43.0,0,0,0,0,75000.0,2,1,1,3,359.34,0,10.93,1,25,0,2,7675,1.0,2013,Fiat,500e
1003,4,2015,43.0,0,0,0,0,375000.0,1,1,1,4,473.36,0,14.53,4,45,0,2,12000,1.0,2013,Nissan,Leaf
1005,4,2015,43.0,0,0,0,0,275000.0,0,1,1,4,155.66,0,10.2,3,45,1,4,3382,1.0,2013,Fiat,500e
1009,4,2015,43.0,0,0,1,0,125000.0,2,1,1,4,221.14,1,9.73,1,45,0,2,10285,1.0,2013,Nissan,Leaf
1011,4,2015,43.0,0,1,0,0,75000.0,2,1,1,4,76.58,3,11.65,3,45,1,1,10909,1.0,2013,Nissan,Leaf
1016,4,2015,43.0,1,0,0,0,175000.0,2,1,1,4,220.7,2,7.65,3,45,0,2,12342,1.0,2013,Tesla,Model S
1020,4,2015,43.0,0,0,0,0,175000.0,2,1,1,4,805.83,2,1.91,3,55,0,2,10654,1.0,2013,Tesla,Model S
1024,4,2015,43.0,0,0,0,0,275000.0,2,1,1,4,280.41,0,12.49,3,55,0,3,7764,1.0,2013,Fiat,500e
1028,4,2015,43.0,0,0,0,0,175000.0,2,1,0,3,384.41,1,12.11,1,35,0,1,9000,1.0,2013,Tesla,Model S
1048,4,2015,43.0,0,0,0,0,375000.0,2,1,1,4,13.65,0,17.54,4,45,1,3,15428,1.0,2014,Nissan,Leaf
1055,4,2015,43.0,0,0,0,0,225000.0,2,1,1,4,81.36,0,33.28,4,45,0,3,18000,1.0,2013,Nissan,Leaf
1056,4,2015,43.0,1,0,0,0,275000.0,2,0,0,3,221.51,0,35.85,1,65,0,3,3818,1.0,2014,Fiat,500e
1070,4,2015,43.0,0,0,0,0,125000.0,1,1,1,3,244.48,0,21.03,4,55,0,3,13993,1.0,2012,Nissan,Leaf
1075,4,2015,43.0,0,1,0,0,125000.0,2,1,1,4,386.61,0,5.41,2,45,1,2,8157,1.0,2013,Nissan,Leaf
1079,4,2015,43.0,0,0,0,0,325000.0,1,1,1,4,181.44,10,10.62,1,55,1,2,12521,1.0,2013,Tesla,Model S
1080,4,2015,43.0,0,0,0,0,225000.0,2,1,1,3,499.87,0,9.02,1,65,0,2,12818,1.0,2011,Nissan,Leaf
1083,4,2015,43.0,1,0,0,0,175000.0,2,1,1,3,113.36,0,18.82,4,45,0,2,7200,1.0,2015,Ford,Focus
1084,4,2015,43.0,0,0,0,0,75000.0,2,1,1,4,75.09,5,9.25,1,65,1,2,3327,1.0,2013,Tesla,Model S
1091,4,2015,43.0,0,0,0,0,225000.0,2,1,1,3,141.99,0,31.63,4,45,0,3,17217,1.0,2013,Nissan,Leaf
1093,4,2015,43.0,0,0,1,0,275000.0,1,1,1,4,894.49,0,3.81,4,45,0,3,11205,1.0,2013,Nissan,Leaf
1097,4,2015,43.0,0,0,0,0,275000.0,2,1,1,4,255.56,20,10.25,3,65,0,4,21600,1.0,2014,Tesla,Model S
1107,4,2015,43.0,0,0,0,0,75000.0,-2,1,1,3,85.19,0,16.69,3,45,0,3,8000,1.0,2014,Smart,fortwo
1114,4,2015,43.0,0,0,0,0,75000.0,2,1,1,3,665.42,5,3.65,2,65,0,2,7815,1.0,2014,Tesla,Model S
1127,4,2015,43.0,0,0,0,0,425000.0,-2,1,1,4,696.55,2,5.51,3,55,0,4,13285,1.0,2012,Tesla,Model S
1129,4,2015,43.0,0,0,0,0,225000.0,2,1,1,3,123.05,0,22.56,2,55,0,3,15000,1.0,2013,Ford,Focus
1147,4,2015,43.0,0,0,0,0,375000.0,2,1,1,4,377.06,0,34.05,4,45,0,2,16800,1.0,2014,Tesla,Model S
1150,4,2015,43.0,0,0,0,0,125000.0,2,1,1,4,716.06,0,21.89,2,65,0,3,4173,1.0,2013,Fiat,500e
1152,4,2015,43.0,0,0,0,0,75000.0,1,1,1,3,382.68,0,25.69,3,45,1,2,12000,1.0,2014,Chevrolet,Spark EV
1156,4,2015,43.0,0,1,0,0,175000.0,0,1,1,2,255.83,0,15.0,2,65,0,3,13800,1.0,2013,Toyota,RAV4 EV
1167,4,2015,43.0,0,0,0,0,225000.0,-2,1,1,2,957.22,0,19.75,2,55,0,4,9329,1.0,2013,Fiat,500e
1177,4,2015,43.0,0,0,0,0,175000.0,2,1,1,2,485.18,1,16.37,3,45,0,2,7655,1.0,2012,Nissan,Leaf
1186,4,2015,43.0,0,0,0,0,75000.0,2,1,0,3,463.16,0,7.17,1,55,1,2,8587,1.0,2013,Fiat,500e
1202,4,2015,43.0,0,0,0,0,125000.0,2,1,1,4,41.24,0,10.43,2,65,0,4,9085,1.0,2014,Ford,Focus
1203,4,2015,43.0,0,0,1,0,275000.0,2,1,1,3,971.13,0,46.84,2,45,0,4,26733,1.0,2014,Chevrolet,Spark EV
1209,4,2015,43.0,0,0,0,0,225000.0,2,1,1,4,110.24,0,10.66,4,35,0,2,11478,1.0,2013,Nissan,Leaf
1212,4,2015,43.0,1,0,0,0,125000.0,2,1,1,3,366.21,0,5.8,3,45,0,2,8800,1.0,2012,Nissan,Leaf
1220,4,2015,43.0,0,0,0,0,125000.0,2,1,1,4,668.52,0,35.21,4,45,0,2,18000,1.0,2014,Ford,Focus
1238,4,2015,43.0,0,0,0,0,175000.0,0,1,1,4,388.59,0,9.28,4,45,1,2,12534,1.0,2012,Mitsubishi,i-MiEV
1249,4,2015,43.0,0,1,1,0,175000.0,1,1,1,3,385.39,0,19.4,4,45,0,3,1121,1.0,2013,Fiat,500e
1252,4,2015,43.0,0,0,0,0,125000.0,2,1,1,3,219.88,1,16.39,4,35,1,3,9000,1.0,2014,Fiat,500e
1263,4,2015,43.0,0,0,0,0,275000.0,0,1,1,4,149.69,1,13.03,2,65,0,2,10909,1.0,2013,Tesla,Model S
1274,4,2015,43.0,0,0,0,0,75000.0,2,1,1,4,163.31,0,7.01,4,35,0,2,11106,1.0,2015,Fiat,500e
1280,4,2015,43.0,0,0,0,0,225000.0,2,1,1,4,320.92,0,6.73,2,65,1,2,10500,1.0,2014,Nissan,Leaf
1285,4,2015,43.0,0,0,0,0,50000.0,2,1,1,3,410.74,0,2.41,1,65,1,2,3096,1.0,2012,Nissan,Leaf
1287,4,2015,43.0,0,0,1,0,175000.0,2,1,1,3,819.4,2,83.97,3,65,0,2,19500,1.0,2013,Tesla,Model S
1296,4,2015,43.0,0,0,0,0,175000.0,2,1,1,3,493.18,0,13.17,3,45,1,2,9500,1.0,2012,Mitsubishi,i-MiEV
1318,4,2015,43.0,0,0,0,0,325000.0,2,1,1,4,469.61,0,52.18,4,45,0,3,24000,1.0,2014,Toyota,RAV4 EV
1321,4,2015,43.0,0,1,0,0,225000.0,0,1,1,2,144.88,0,2.83,5,55,0,3,6960,1.0,2013,Nissan,Leaf
1322,4,2015,43.0,0,0,1,0,275000.0,2,0,1,3,424.37,1,13.31,4,45,0,2,10909,1.0,2014,Toyota,RAV4 EV
1325,4,2015,43.0,0,0,0,0,175000.0,1,0,1,3,120.05,20,26.01,2,35,1,1,17641,1.0,2014,Tesla,Model S
1328,4,2015,43.0,0,1,0,0,425000.0,2,1,1,4,859.55,0,6.95,4,65,0,4,8571,1.0,2012,Tesla,Model S
1334,4,2015,43.0,0,0,0,0,175000.0,2,1,1,4,117.18,1,27.19,2,65,0,3,11250,1.0,2013,Tesla,Model S
1336,4,2015,43.0,0,0,0,0,175000.0,2,1,1,4,355.11,2,1.36,3,55,0,1,9507,1.0,2014,Tesla,Model S
1339,4,2015,43.0,0,0,0,0,175000.0,2,0,0,4,154.57,1,10.35,2,45,0,2,10400,1.0,2014,Toyota,RAV4 EV
1340,4,2015,43.0,0,0,0,0,75000.0,2,1,1,3,155.51,0,2.95,2,55,1,2,7801,1.0,2014,Fiat,500e
1350,4,2015,43.0,0,0,0,0,125000.0,0,1,1,3,320.52,0,18.78,3,35,0,2,9654,1.0,2014,Ford,Focus
1353,4,2015,43.0,0,1,0,0,125000.0,2,1,1,4,118.51,0,23.51,2,55,1,3,13726,1.0,2012,Nissan,Leaf
1360,4,2015,43.0,0,0,0,0,375000.0,0,1,1,4,93.47,0,14.86,4,45,0,2,10285,1.0,2014,Ford,Focus
1368,4,2015,43.0,0,0,0,0,175000.0,2,1,1,4,888.87,4,46.61,4,45,0,2,21952,1.0,2013,Tesla,Model S
1373,4,2015,43.0,0,0,0,0,175000.0,-1,0,1,4,218.19,0,12.05,4,45,0,2,17433,1.0,2014,Toyota,RAV4 EV
1374,4,2015,43.0,0,0,0,0,75000.0,2,1,1,3,382.56,0,18.19,2,65,0,4,5703,1.0,2014,Ford,Focus
1375,4,2015,43.0,0,0,1,0,175000.0,2,1,1,4,167.98,0,21.81,2,65,0,3,16363,1.0,2014,Toyota,RAV4 EV
1390,4,2015,43.0,0,0,0,0,325000.0,2,1,1,4,377.56,1,1.49,4,45,0,3,15000,1.0,2014,Tesla,Model S
1402,4,2015,43.0,0,0,1,0,175000.0,2,0,1,2,346.18,0,3.54,4,45,1,4,8400,1.0,2013,Nissan,Leaf
1404,4,2015,43.0,0,1,0,0,325000.0,2,1,1,3,255.98,0,8.28,4,45,0,4,9415,1.0,2014,Nissan,Leaf
1409,4,2015,43.0,0,0,0,0,75000.0,-1,1,1,3,124.56,5,3.04,4,55,0,3,15639,1.0,2013,Tesla,Model S
1410,4,2015,43.0,0,0,1,0,175000.0,2,1,1,3,289.93,0,8.98,4,25,1,2,9000,1.0,2013,Nissan,Leaf
1413,4,2015,43.0,0,0,0,0,125000.0,2,1,1,3,647.69,12,3.76,5,35,0,2,12000,1.0,2013,Nissan,Leaf
1416,4,2015,43.0,0,0,0,0,175000.0,2,1,1,4,226.27,0,14.43,1,55,0,2,6666,1.0,2014,Nissan,Leaf
1417,4,2015,43.0,0,0,0,0,275000.0,2,1,1,2,385.74,0,34.29,3,45,0,2,15704,1.0,2012,Toyota,RAV4 EV
1418,4,2015,43.0,1,0,0,0,325000.0,2,1,1,4,527.43,0,4.81,3,65,0,4,6428,1.0,2011,Nissan,Leaf
1430,4,2015,43.0,0,0,1,0,325000.0,1,1,1,2,242.7,1,22.9,3,45,0,2,19575,1.0,2013,Tesla,Model S
1433,4,2015,43.0,0,0,0,0,275000.0,-1,1,1,4,238.62,0,15.85,2,45,1,3,6000,1.0,2014,Fiat,500e
1435,4,2015,43.0,0,1,1,0,175000.0,0,1,1,3,208.59,1,7.83,2,55,0,2,7777,1.0,2014,Tesla,Model S
1436,4,2015,43.0,0,1,0,0,275000.0,2,1,1,3,369.99,1,18.73,4,55,0,2,11000,1.0,2014,Tesla,Model S
1441,4,2015,43.0,0,0,0,0,175000.0,2,1,1,4,37.34,0,28.33,2,35,1,2,24376,1.0,2014,Toyota,RAV4 EV
1444,4,2015,43.0,0,0,1,0,275000.0,2,1,1,4,416.3,3,11.49,5,45,0,2,10788,1.0,2013,Tesla,Model S
1448,4,2015,43.0,0,0,0,0,275000.0,0,1,1,4,144.38,0,35.88,4,45,0,3,11250,1.0,2013,Nissan,Leaf
1456,4,2015,43.0,0,0,0,0,75000.0,2,0,1,3,195.42,0,22.32,3,35,1,2,6300,1.0,2014,Fiat,500e
1459,4,2015,43.0,0,0,0,0,125000.0,2,1,1,4,363.74,0,20.54,5,35,0,2,12600,1.0,2012,Nissan,Leaf
1463,4,2015,43.0,0,0,0,0,275000.0,0,1,1,3,517.55,0,5.25,4,45,1,3,12342,1.0,2014,Ford,Focus
1465,4,2015,43.0,0,0,0,0,275000.0,2,1,1,3,405.03,0,2.29,3,35,0,2,6545,1.0,2014,Ford,Focus
1469,4,2015,43.0,0,1,0,0,275000.0,1,1,1,3,487.02,20,3.41,4,55,0,3,16000,1.0,2014,Toyota,RAV4 EV
1476,4,2015,43.0,1,0,0,0,375000.0,2,1,1,4,210.84,0,22.03,2,65,0,4,8830,1.0,2014,Fiat,500e
1480,4,2015,43.0,0,1,0,0,125000.0,2,1,1,2,477.76,2,36.78,2,55,0,2,8224,1.0,2014,BMW,i3
1484,4,2015,43.0,1,0,0,0,225000.0,-2,1,1,4,97.69,0,27.27,4,45,0,3,13066,1.0,2014,Nissan,Leaf
1487,4,2015,43.0,0,0,0,0,375000.0,2,1,1,4,131.28,0,11.45,3,65,0,4,10956,1.0,2013,Fiat,500e
1489,4,2015,43.0,0,0,0,0,225000.0,2,1,1,3,62.74,0,26.96,4,55,1,2,21000,1.0,2013,Nissan,Leaf
1499,4,2015,43.0,0,0,1,0,225000.0,2,1,1,3,280.11,0,8.76,2,55,0,2,10500,1.0,2014,BMW,i3
1500,4,2015,43.0,0,0,0,0,175000.0,2,1,1,3,380.44,0,7.34,4,55,0,2,10434,1.0,2013,Nissan,Leaf
1503,4,2015,43.0,0,0,0,0,275000.0,1,1,1,2,264.13,4,39.5,3,35,0,2,25043,1.0,2013,Tesla,Model S
1506,4,2015,43.0,0,0,0,0,275000.0,1,0,0,3,101.22,0,11.08,2,35,0,3,6966,1.0,2012,Ford,Focus
1510,4,2015,43.0,0,0,0,0,75000.0,-1,0,0,3,347.83,0,6.95,2,45,0,2,7714,1.0,2014,Fiat,500e
1511,4,2015,43.0,0,0,0,0,125000.0,2,1,1,2,450.73,0,23.83,1,55,0,4,8228,1.0,2014,Toyota,RAV4 EV
1523,4,2015,43.0,0,0,0,0,225000.0,2,1,1,3,369.65,0,3.2,4,35,0,2,6000,1.0,2013,Tesla,Model S
1534,4,2015,43.0,0,0,0,0,225000.0,0,1,1,3,701.51,3,20.36,2,55,0,3,16909,1.0,2014,Tesla,Model S
1538,4,2015,43.0,0,1,0,0,425000.0,1,1,1,3,370.0,0,1.82,4,45,0,4,4200,1.0,2014,BMW,i3
1540,4,2015,43.0,0,0,0,0,75000.0,2,1,1,2,366.16,2,3.87,4,35,0,3,11816,1.0,2014,BMW,i3
1542,4,2015,43.0,0,1,1,0,225000.0,2,1,1,4,455.08,0,15.54,3,55,0,2,12000,1.0,2014,Toyota,RAV4 EV
1545,4,2015,43.0,0,0,1,0,225000.0,2,1,1,3,221.43,0,10.53,5,55,0,2,12876,1.0,2012,Toyota,RAV4 EV
1546,4,2015,43.0,0,0,0,0,275000.0,0,1,1,3,492.48,0,22.57,4,55,0,3,14307,1.0,2014,Fiat,500e
1547,4,2015,43.0,1,0,1,0,375000.0,0,1,1,4,783.79,12,38.6,2,65,0,3,21273,1.0,2013,Tesla,Model S
1548,4,2015,43.0,0,0,1,0,175000.0,2,1,1,4,201.09,2,12.55,3,55,1,2,18903,1.0,2013,Tesla,Model S
1551,4,2015,43.0,0,0,0,0,175000.0,2,0,0,3,666.9,2,3.01,1,45,0,1,7285,1.0,2012,Tesla,Model S
1552,4,2015,43.0,0,0,0,0,425000.0,0,1,1,2,320.23,0,23.92,4,45,0,4,10560,1.0,2014,Ford,Focus
1553,4,2015,43.0,0,0,0,0,75000.0,1,1,1,4,178.71,0,15.22,2,45,1,2,9969,1.0,2014,Toyota,RAV4 EV
1555,4,2015,43.0,0,0,0,0,125000.0,2,1,1,3,503.07,0,9.1,4,55,0,3,10867,1.0,2014,Honda,Fit EV
1556,4,2015,43.0,0,0,0,0,225000.0,2,1,1,4,140.13,0,6.57,2,55,0,3,4800,1.0,2013,Nissan,Leaf
1558,4,2015,43.0,0,0,0,0,175000.0,1,1,1,3,395.65,0,13.72,2,65,0,3,5920,1.0,2014,Ford,Focus
1563,4,2015,43.0,0,0,0,0,375000.0,2,1,1,3,213.33,5,11.28,2,65,0,2,12000,1.0,2013,Tesla,Model S
1565,4,2015,43.0,0,1,0,0,175000.0,0,1,1,3,542.81,0,19.45,4,45,0,3,13714,1.0,2014,Ford,Focus
1578,4,2015,43.0,0,0,1,0,375000.0,1,1,1,4,352.98,3,5.63,4,35,0,2,8496,1.0,2013,Tesla,Model S
1581,4,2015,43.0,0,1,1,0,75000.0,0,1,1,3,419.51,2,8.73,2,65,0,2,6428,1.0,2012,Tesla,Model S
1595,4,2015,43.0,0,0,0,0,275000.0,2,0,1,4,119.19,0,6.95,4,55,0,4,8400,1.0,2014,Fiat,500e
1596,4,2015,43.0,0,0,0,0,175000.0,0,1,1,4,86.84,0,8.84,5,35,0,2,10333,1.0,2013,Nissan,Leaf
1605,4,2015,43.0,0,0,1,0,175000.0,2,1,1,3,87.03,5,3.22,2,65,1,1,7410,1.0,2013,Nissan,Leaf
1608,4,2015,43.0,1,0,0,0,175000.0,2,1,1,3,288.96,0,3.99,4,65,0,4,4756,1.0,2014,Chevrolet,Spark EV
1613,4,2015,43.0,1,0,1,0,275000.0,2,1,1,4,388.69,0,19.8,3,65,0,3,11647,1.0,2013,Toyota,RAV4 EV
1617,4,2015,43.0,1,0,0,0,125000.0,0,1,1,3,112.25,0,2.54,4,55,0,4,7894,1.0,2013,Nissan,Leaf
1619,4,2015,43.0,0,0,0,0,425000.0,0,1,1,4,118.43,1,15.15,4,35,0,3,12064,1.0,2012,Tesla,Model S
1620,4,2015,43.0,0,0,0,0,275000.0,0,1,1,4,473.86,0,9.16,4,35,0,2,16800,1.0,2013,Toyota,RAV4 EV
1624,4,2015,43.0,0,0,0,0,275000.0,2,1,1,4,123.71,0,30.28,4,55,0,3,10714,1.0,2012,Nissan,Leaf
1631,4,2015,43.0,0,0,0,0,50000.0,1,1,1,2,452.74,0,4.35,2,65,0,4,8347,1.0,2013,Nissan,Leaf
1632,4,2015,43.0,0,0,1,0,175000.0,2,1,1,4,125.7,0,7.0,4,35,0,2,1200,1.0,2014,Nissan,Leaf
1655,4,2015,43.0,0,1,0,0,125000.0,0,1,1,3,552.79,10,15.23,4,35,0,3,8250,1.0,2013,Tesla,Model S
1656,4,2015,43.0,0,0,0,0,75000.0,1,0,1,4,129.03,2,30.99,1,25,0,1,18012,1.0,2014,Fiat,500e
1658,4,2015,43.0,0,0,0,0,125000.0,2,1,1,3,206.75,0,0.45,3,45,1,2,4000,1.0,2014,Fiat,500e
1661,4,2015,43.0,0,0,1,0,375000.0,2,1,1,4,541.97,0,7.18,4,55,0,3,10513,1.0,2013,Tesla,Model S
1662,4,2015,43.0,0,0,1,0,125000.0,2,1,1,3,93.23,1,19.76,2,65,0,2,11368,1.0,2013,Fiat,500e
1663,4,2015,43.0,0,0,1,0,125000.0,2,1,1,2,502.12,0,3.08,5,45,0,3,2000,1.0,2014,Fiat,500e
1665,4,2015,43.0,0,0,0,0,325000.0,2,1,0,4,361.78,0,1.57,4,45,1,2,9876,1.0,2014,Nissan,Leaf
1669,4,2015,43.0,0,0,1,0,75000.0,0,0,0,3,928.99,0,8.93,4,35,0,3,4254,1.0,2014,Chevrolet,Spark EV
1684,4,2015,43.0,0,0,0,0,50000.0,2,0,0,3,329.77,0,1.67,4,55,0,2,12369,1.0,2014,Nissan,Leaf
1685,4,2015,43.0,0,0,1,0,375000.0,2,1,1,4,297.38,0,18.62,3,45,0,3,15067,1.0,2014,Toyota,RAV4 EV
1689,4,2015,43.0,0,0,0,0,75000.0,0,1,1,3,265.5,0,7.44,4,35,0,2,9750,1.0,2013,Nissan,Leaf
1699,4,2015,43.0,0,0,0,0,125000.0,-1,1,1,3,1031.62,0,12.5,5,45,0,3,6857,1.0,2012,Nissan,Leaf
1703,4,2015,43.0,0,0,0,0,125000.0,2,1,1,4,139.16,0,16.71,4,45,0,2,13578,1.0,2012,Nissan,Leaf
1710,4,2015,43.0,0,0,0,0,125000.0,0,1,1,3,189.99,1,4.66,5,55,0,3,10368,1.0,2013,Nissan,Leaf
1715,4,2015,43.0,0,0,1,0,50000.0,2,0,1,3,724.64,5,4.9,1,45,0,2,15886,1.0,2014,Honda,Fit EV
1716,4,2015,43.0,0,1,0,0,275000.0,1,1,1,4,493.1,0,17.78,5,45,0,2,12705,1.0,2013,Nissan,Leaf
1717,4,2015,43.0,0,0,0,0,175000.0,1,1,1,3,66.03,0,27.12,5,35,0,2,14482,1.0,2012,Nissan,Leaf
1718,4,2015,43.0,0,1,0,0,225000.0,0,1,1,2,455.03,0,8.11,4,45,0,3,8444,1.0,2012,Toyota,RAV4 EV
1723,4,2015,43.0,0,0,0,0,425000.0,2,1,1,4,599.01,8,12.13,2,65,0,2,14215,1.0,2014,Tesla,Model S
1724,4,2015,43.0,0,0,0,0,225000.0,2,1,1,4,399.83,6,25.71,3,35,0,3,20400,1.0,2013,Tesla,Model S
1737,4,2015,43.0,0,0,1,0,175000.0,2,1,1,4,143.46,0,3.15,3,55,0,3,6000,1.0,2013,Nissan,Leaf
1738,4,2015,43.0,0,0,0,0,225000.0,2,1,1,3,464.57,0,8.51,3,65,0,3,13728,1.0,2013,Nissan,Leaf
1742,4,2015,43.0,0,0,0,0,75000.0,-3,1,1,2,109.75,0,4.69,4,35,0,2,11500,1.0,2013,Ford,Focus
1750,4,2015,43.0,0,0,0,0,125000.0,2,1,1,4,693.08,0,8.9,4,45,0,3,11842,1.0,2013,Fiat,500e
1752,4,2015,43.0,0,0,1,0,275000.0,1,1,1,4,178.76,0,32.12,2,55,1,3,8701,1.0,2013,Toyota,RAV4 EV
1774,4,2015,43.0,0,0,0,0,325000.0,-2,1,1,4,284.43,0,24.45,4,55,0,3,16636,1.0,2013,Honda,Fit EV
1775,4,2015,43.0,0,0,1,0,225000.0,2,1,1,2,132.34,0,19.93,3,55,0,3,11672,1.0,2014,Fiat,500e
1779,4,2015,43.0,0,0,0,0,275000.0,2,1,0,4,749.37,0,21.08,2,35,0,3,8000,1.0,2015,Fiat,500e
1781,4,2015,43.0,0,1,0,0,325000.0,1,1,1,4,316.86,0,20.06,2,55,1,2,29845,1.0,2013,Honda,Fit EV
1785,4,2015,43.0,0,1,1,0,125000.0,2,1,1,4,90.07,3,18.89,4,45,0,2,10661,1.0,2012,Toyota,RAV4 EV
1793,4,2015,43.0,0,1,1,0,225000.0,2,1,1,4,365.36,8,62.52,2,55,0,2,19200,1.0,2012,Tesla,Model S
1796,4,2015,43.0,0,0,1,0,125000.0,2,1,1,3,256.84,0,25.29,3,35,0,2,10909,1.0,2014,Fiat,500e
1799,4,2015,43.0,0,1,0,0,75000.0,2,1,1,4,91.63,1,2.3,3,55,0,2,10328,1.0,2013,Fiat,500e
1802,4,2015,43.0,0,0,0,0,225000.0,2,1,1,4,358.32,0,4.27,4,55,0,2,4120,1.0,2013,Fiat,500e
1809,4,2015,43.0,0,0,0,0,175000.0,2,1,1,4,296.23,7,40.48,2,65,0,2,15095,1.0,2014,Tesla,Model S
1812,4,2015,43.0,0,0,0,0,225000.0,2,1,0,3,156.09,0,22.36,4,55,0,2,12804,1.0,2013,Ford,Focus
1816,4,2015,43.0,0,0,0,0,175000.0,2,1,1,3,341.34,0,5.11,5,55,0,2,6521,1.0,2011,Nissan,Leaf
1820,4,2015,43.0,0,0,1,0,225000.0,2,1,1,4,426.08,5,21.26,1,65,0,2,32727,1.0,2014,Tesla,Model S
1823,4,2015,43.0,0,0,0,0,75000.0,2,1,1,2,114.89,0,25.61,4,55,1,4,12942,1.0,2014,Chevrolet,Spark EV
1825,4,2015,43.0,0,0,0,0,175000.0,2,1,1,4,490.61,12,37.13,2,65,0,3,18000,1.0,2012,Tesla,Model S
1830,4,2015,43.0,0,0,0,0,175000.0,-3,1,1,3,534.7,0,24.34,4,35,0,3,13565,1.0,2013,Nissan,Leaf
1836,4,2015,43.0,0,0,0,0,125000.0,2,1,1,3,871.7,0,12.21,4,35,0,2,16363,1.0,2014,Toyota,RAV4 EV
1838,4,2015,43.0,0,0,0,0,375000.0,2,1,0,4,356.09,0,38.64,3,45,0,4,3692,1.0,2013,Fiat,500e
1839,4,2015,43.0,0,0,0,0,125000.0,0,1,1,3,450.98,0,29.23,4,35,0,2,14836,1.0,2013,Nissan,Leaf
1843,4,2015,43.0,1,0,0,0,175000.0,2,1,1,4,256.15,0,3.4,2,65,0,2,9612,1.0,2014,Toyota,RAV4 EV
1846,4,2015,43.0,0,0,0,0,375000.0,2,1,1,4,141.12,0,24.24,2,45,1,2,12342,1.0,2012,Nissan,Leaf
1855,4,2015,43.0,0,0,1,0,175000.0,2,1,1,4,429.69,0,19.84,3,55,0,3,9763,1.0,2014,Nissan,Leaf
1863,4,2015,43.0,0,1,0,1,125000.0,0,1,1,2,361.26,2,10.93,3,55,0,4,14769,1.0,2014,Honda,Fit EV
1870,4,2015,43.0,0,0,0,0,325000.0,2,1,1,3,33.71,0,12.89,3,55,0,2,12000,1.0,2013,Nissan,Leaf
1871,4,2015,43.0,0,0,0,0,125000.0,0,1,1,2,367.64,0,8.02,2,45,0,2,7680,1.0,2013,Nissan,Leaf
1873,4,2015,43.0,0,0,0,0,175000.0,2,1,1,3,351.51,0,15.49,3,35,1,3,13000,1.0,2014,Chevrolet,Spark EV
1880,4,2015,43.0,0,1,0,0,175000.0,1,1,1,4,186.35,0,6.83,4,45,0,2,10000,1.0,2014,Toyota,RAV4 EV
1882,4,2015,43.0,0,0,0,0,75000.0,2,1,0,3,279.62,0,11.07,2,55,0,2,15002,1.0,2013,Honda,Fit EV
1884,4,2015,43.0,0,0,0,0,125000.0,2,1,1,4,197.74,0,1.02,2,65,0,3,8685,1.0,2013,Nissan,Leaf
1886,4,2015,43.0,0,0,1,0,175000.0,1,1,1,3,522.4,0,15.98,5,45,0,3,11341,1.0,2013,Nissan,Leaf
1893,4,2015,43.0,0,0,0,0,225000.0,2,1,1,4,744.28,2,5.71,2,55,0,4,12631,1.0,2013,Tesla,Model S
1894,4,2015,43.0,0,0,0,0,175000.0,0,1,1,3,806.47,0,32.22,5,35,0,3,15000,1.0,2015,Nissan,Leaf
1898,4,2015,43.0,0,0,0,0,225000.0,2,1,1,3,361.8,0,24.52,5,45,0,3,10714,1.0,2013,Ford,Focus
1902,4,2015,43.0,0,0,0,0,75000.0,2,1,1,3,139.88,0,14.56,1,35,0,2,9000,1.0,2013,Nissan,Leaf
1903,4,2015,43.0,1,0,1,0,325000.0,1,1,1,3,417.29,0,6.89,2,65,0,3,8571,1.0,2014,Toyota,RAV4 EV
1904,4,2015,43.0,0,0,1,0,75000.0,2,0,1,4,159.02,0,13.54,2,55,0,2,9000,1.0,2015,Fiat,500e
1909,4,2015,43.0,0,0,1,0,275000.0,2,1,1,4,229.11,0,1.52,3,45,1,2,10588,1.0,2013,Nissan,Leaf
1913,4,2015,43.0,0,0,0,0,225000.0,2,1,1,4,211.14,20,12.46,5,45,0,2,21593,1.0,2013,Tesla,Model S
1924,4,2015,43.0,1,0,0,0,225000.0,0,1,0,3,349.37,0,21.1,2,35,0,2,9845,1.0,2014,Ford,Focus
1925,4,2015,43.0,0,0,0,0,125000.0,0,0,1,3,131.32,0,2.43,3,45,0,2,7680,1.0,2013,Nissan,Leaf
1926,4,2015,43.0,0,0,1,0,125000.0,-2,1,1,3,169.65,0,8.23,4,35,0,2,10000,1.0,2013,Toyota,RAV4 EV
1929,4,2015,43.0,0,0,0,0,175000.0,-2,1,1,3,436.75,0,2.59,4,55,0,3,10490,1.0,2013,Fiat,500e
