 Index ,submitdate. Date submitted,Month/Year Submitted, Month Submitted ,  Year Submitted  , lastpage. Last page , Previous PHEVs , Previous BEVs , Previous HEVs , Previous CNGs , Household Income ," Importance of reducing greenhouse gas emissions (03 not important, 3 important) ", Home ownership (own 1) , Home Type (detached 1) , Highest Level of Education , Longest trip in the last 12 months , Number of trips over 200 miles in the last 12 months , One0way commute distance , Number of people in the household , Age , Gender (Male 1) , Number of vehicles in the household , Annual VMT Estimate  ," FCV, BEV Dummy ", Model Year , Manufacture , Model 
356,6/29/2017,6/1/2017,6,2017,42,0,1,1,0,325000,2,1,1,4,454,2,37,6,55,0,4,16000,0,2017, Toyota , Mirai 
359,7/4/2017,7/1/2017,7,2017,42,0,0,0,0,500000,2,1,1,3,396,4,9,5,55,0,5,5408,0,2016, Toyota , Mirai 
363,7/9/2017,7/1/2017,7,2017,42,0,0,1,0,500000,2,1,1,4,463,1,37,3,65,0,4,17280,0,2017, Toyota , Mirai 
365,7/9/2017,7/1/2017,7,2017,42,1,0,1,0,125000,3,1,1,4,437,0,6,4,45,1,4,9333,0,2017, Toyota , Mirai 
366,7/10/2017,7/1/2017,7,2017,42,0,0,1,0,500000,3,1,1,4,195,0,10,3,45,0,2,9000,0,2017, Toyota , Mirai 
370,10/25/2017,10/1/2017,10,2017,42,0,0,0,0,125000,3,1,1,2,394,1,21,2,75,0,3,9086,0,2017, Toyota , Mirai 
374,10/30/2017,10/1/2017,10,2017,42,0,0,0,0,50000,3,0,0,2,272,0,1,2,35,1,2,7886,0,2017, Toyota , Mirai 
375,10/25/2017,10/1/2017,10,2017,42,0,0,1,1,500000,3,1,1,4,135,0,7,4,55,1,4,10400,0,2017, Toyota , Mirai 
376,10/25/2017,10/1/2017,10,2017,42,0,0,1,0,50000,3,1,0,4,404,2,47,1,65,1,1,10920,0,2017, Toyota , Mirai 
377,10/25/2017,10/1/2017,10,2017,42,0,0,1,0,125000,2,1,1,3,408,2,16,4,45,0,2,14000,0,2017, Toyota , Mirai 
381,10/25/2017,10/1/2017,10,2017,42,0,0,1,0,225000,2,1,1,4,102,0,19,5,55,1,4,12564,0,2017, Toyota , Mirai 
384,10/25/2017,10/1/2017,10,2017,42,0,0,0,0,175000,3,1,1,3,357,0,5,2,45,1,2,10140,0,2017, Toyota , Mirai 
387,10/25/2017,10/1/2017,10,2017,42,0,0,0,0,125000,3,0,0,3,110,1,9,1,45,0,1,10000,0,2017, Toyota , Mirai 
388,10/25/2017,10/1/2017,10,2017,42,0,0,0,0,175000,3,0,0,3,109,0,4,4,35,0,2,9000,0,2017, Toyota , Mirai 
391,10/25/2017,10/1/2017,10,2017,42,0,0,0,0,225000,3,1,1,4,396,0,13,4,75,0,2,8200,0,2017, Toyota , Mirai 
393,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,175000,2,1,1,4,266,0,4,2,65,0,2,11160,0,2017, Toyota , Mirai 
394,10/25/2017,10/1/2017,10,2017,42,0,0,1,0,125000,2,0,0,2,395,1,75,2,65,1,1,18300,0,2017, Toyota , Mirai 
396,10/25/2017,10/1/2017,10,2017,42,0,0,1,0,175000,3,0,0,3,854,2,12,2,45,1,2,20000,0,2017, Toyota , Mirai 
399,10/25/2017,10/1/2017,10,2017,42,0,0,0,0,125000,0,1,1,3,447,0,18,4,45,0,2,26800,0,2017, Toyota , Mirai 
400,10/25/2017,10/1/2017,10,2017,42,0,0,1,0,125000,3,0,1,3,487,0,16,3,65,0,2,19670,0,2017, Toyota , Mirai 
401,10/25/2017,10/1/2017,10,2017,42,0,1,0,0,50000,3,1,1,4,381,2,10,2,65,0,3,19800,0,2017, Toyota , Mirai 
403,10/26/2017,10/1/2017,10,2017,42,0,0,1,0,225000,3,1,1,2,379,0,28,3,45,0,2,18000,0,2017, Toyota , Mirai 
406,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,325000,3,1,1,4,460,0,47,4,45,0,3,31200,0,2017, Toyota , Mirai 
409,10/26/2017,10/1/2017,10,2017,42,1,0,0,0,175000,2,1,1,3,121,0,1,2,45,0,3,6000,0,2017, Toyota , Mirai 
411,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,375000,0,1,1,4,100,0,11,2,55,0,3,7536,0,2017, Toyota , Mirai 
413,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,175000,3,0,0,4,200,10,42,4,55,0,3,22648,0,2017, Toyota , Mirai 
415,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,125000,2,1,1,2,261,0,12,1,35,0,2,13632,0,2017, Toyota , Mirai 
417,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,500000,3,1,0,4,374,3,55,2,65,0,2,160212,0,2017, Toyota , Mirai 
418,11/2/2017,11/1/2017,11,2017,42,1,1,1,0,225000,3,1,1,4,428,0,24,2,65,0,3,10275,0,2017, Toyota , Mirai 
419,10/26/2017,10/1/2017,10,2017,42,0,1,0,0,175000,3,0,1,4,133,1,16,3,55,0,2,13800,0,2017, Toyota , Mirai 
420,10/26/2017,10/1/2017,10,2017,42,0,0,1,0,225000,3,1,1,4,463,2,13,5,55,0,5,13714,0,2017, Toyota , Mirai 
422,11/9/2017,11/1/2017,11,2017,42,0,0,0,0,325000,3,1,1,4,331,0,18,4,45,1,3,18000,0,2017, Toyota , Mirai 
424,10/26/2017,10/1/2017,10,2017,42,0,0,1,0,375000,2,1,1,4,347,2,31,4,45,1,3,15000,0,2017, Toyota , Mirai 
425,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,500000,2,1,1,4,187,0,23,4,35,0,2,10286,0,2017, Toyota , Mirai 
426,10/26/2017,10/1/2017,10,2017,42,0,0,0,1,275000,3,1,1,4,388,0,33,5,55,0,4,24000,0,2017, Toyota , Mirai 
428,10/26/2017,10/1/2017,10,2017,42,1,0,0,0,500000,3,1,1,3,408,0,12,4,45,0,3,12000,0,2017, Toyota , Mirai 
429,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,175000,3,1,1,4,436,0,7,3,55,1,3,19536,0,2017, Toyota , Mirai 
432,10/27/2017,10/1/2017,10,2017,42,0,1,1,0,500000,3,1,1,4,351,0,1,7,55,0,4,15300,0,2017, Toyota , Mirai 
435,10/26/2017,10/1/2017,10,2017,42,0,0,1,0,175000,3,0,0,4,129,4,23,2,35,0,1,16000,0,2017, Toyota , Mirai 
437,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,375000,3,1,1,3,95,2,14,2,75,0,2,10080,0,2017, Toyota , Mirai 
439,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,75000,1,1,1,3,105,1,51,4,45,0,2,28350,0,2017, Toyota , Mirai 
444,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,500000,3,1,1,4,352,3,58,3,45,0,2,16000,0,2017, Toyota , Mirai 
446,10/26/2017,10/1/2017,10,2017,42,0,0,1,0,125000,1,1,1,4,959,0,28,3,35,0,2,14000,0,2017, Toyota , Mirai 
449,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,225000,3,1,1,3,336,6,6,2,65,0,2,9600,0,2017, Toyota , Mirai 
450,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,75000,2,1,0,2,847,0,19,2,45,1,2,10700,0,2017, Toyota , Mirai 
451,11/7/2017,11/1/2017,11,2017,42,0,1,0,0,225000,3,1,1,4,347,2,20,4,45,0,3,19320,0,2017, Toyota , Mirai 
453,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,75000,3,1,1,4,126,0,8,1,55,1,2,12000,0,2017, Toyota , Mirai 
455,10/26/2017,10/1/2017,10,2017,42,1,0,0,0,125000,3,0,0,3,274,0,10,3,45,0,2,6857,0,2017, Toyota , Mirai 
464,10/26/2017,10/1/2017,10,2017,42,0,0,1,0,75000,3,1,0,2,93,2,18,4,55,0,2,12480,0,2017, Toyota , Mirai 
466,10/26/2017,10/1/2017,10,2017,42,0,0,0,0,325000,1,0,0,4,400,0,11,2,35,0,2,15161,0,2017, Toyota , Mirai 
468,10/27/2017,10/1/2017,10,2017,42,0,0,0,0,375000,3,1,1,4,162,0,17,2,65,0,2,9000,0,2017, Toyota , Mirai 
473,10/27/2017,10/1/2017,10,2017,42,1,0,0,0,500000,0,1,1,2,380,0,14,2,45,0,4,16308,0,2017, Toyota , Mirai 
474,10/27/2017,10/1/2017,10,2017,42,0,1,0,0,175000,3,1,0,4,748,0,35,2,35,0,2,11604,0,2017, Toyota , Mirai 
476,10/27/2017,10/1/2017,10,2017,42,0,0,1,0,175000,3,1,1,4,87,0,10,4,35,1,2,12000,0,2017, Toyota , Mirai 
482,10/28/2017,10/1/2017,10,2017,42,0,0,1,0,125000,3,1,1,3,129,1,5,2,55,0,2,11110,0,2017, Toyota , Mirai 
483,10/28/2017,10/1/2017,10,2017,42,1,1,1,0,325000,3,1,1,4,97,2,28,4,35,0,4,18000,0,2017, Toyota , Mirai 
484,10/28/2017,10/1/2017,10,2017,42,0,0,0,0,475000,0,1,1,4,152,0,23,4,55,0,3,2905,0,2017, Toyota , Mirai 
486,10/29/2017,10/1/2017,10,2017,42,0,0,0,0,225000,3,1,0,4,2844,1,19,4,55,0,4,12000,0,2017, Toyota , Mirai 
487,10/29/2017,10/1/2017,10,2017,42,1,0,0,0,75000,3,0,0,4,92,0,2,4,45,0,2,38980,0,2017, Toyota , Mirai 
488,10/29/2017,10/1/2017,10,2017,42,0,0,0,0,225000,0,1,1,4,395,0,34,4,55,0,2,21600,0,2017, Toyota , Mirai 
490,10/30/2017,10/1/2017,10,2017,42,0,1,0,0,325000,3,1,1,4,869,0,26,3,55,1,2,10000,0,2017, Toyota , Mirai 
492,10/30/2017,10/1/2017,10,2017,42,0,0,0,0,75000,3,0,0,4,127,4,9,2,35,0,2,12252,0,2017, Toyota , Mirai 
494,10/30/2017,10/1/2017,10,2017,42,0,0,0,0,375000,3,1,1,4,256,0,17,4,45,0,3,18090,0,2017, Toyota , Mirai 
497,10/30/2017,10/1/2017,10,2017,42,0,0,0,1,225000,3,1,1,4,416,6,11,3,65,0,5,20633,0,2017, Toyota , Mirai 
499,10/31/2017,10/1/2017,10,2017,42,0,0,1,0,125000,3,1,1,3,142,0,4,2,45,1,2,9000,0,2017, Toyota , Mirai 
503,11/2/2017,11/1/2017,11,2017,42,0,0,0,0,175000,3,0,1,3,80,1,23,4,35,0,2,7504,0,2017, Toyota , Mirai 
504,11/10/2017,11/1/2017,11,2017,42,0,0,0,0,75000,3,0,0,3,86,10,1,1,65,1,1,8000,0,2017, Toyota , Mirai 
505,11/4/2017,11/1/2017,11,2017,42,0,0,0,0,225000,2,0,0,4,85,1,5,4,35,1,2,10286,0,2017, Toyota , Mirai 
507,11/6/2017,11/1/2017,11,2017,42,0,0,0,0,275000,3,1,1,3,243,0,10,4,45,0,2,10588,0,2016, Toyota , Mirai 
509,11/8/2017,11/1/2017,11,2017,42,0,0,0,0,75000,3,0,0,4,417,2,49,2,25,1,3,5811,0,2017, Toyota , Mirai 
510,11/9/2017,11/1/2017,11,2017,42,0,0,1,0,275000,1,1,1,4,364,0,5,2,75,0,4,5700,0,2017, Toyota , Mirai 
943,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,500000,3,1,1,4,325,0,23,2,65,0,3,5667,1,2012, Nissan , Leaf 
946,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,3,572,0,16,2,55,0,3,10992,1,2013, Honda , Fit EV 
951,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,4,715,0,8,3,75,0,5,5684,1,2013, Nissan , Leaf 
953,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,225000,2,1,1,4,120,0,2,2,55,0,2,5714,1,2014, Chevrolet , Spark EV 
954,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,375000,3,1,1,3,407,0,41,5,45,0,2,16800,1,2013, Nissan , Leaf 
955,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,225000,2,1,1,2,196,1,53,7,35,0,2,45333,1,2014, Tesla , Model S 
957,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,275000,2,1,1,4,124,0,3,3,45,0,2,6000,1,2012, Nissan , Leaf 
959,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,0,1,1,4,290,0,48,2,65,0,2,14250,1,2014, Toyota , RAV4 EV 
963,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,75000,3,1,0,4,113,0,24,2,55,0,2,14727,1,2013, Nissan , Leaf 
964,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,175000,2,1,1,4,645,0,39,6,45,1,4,27273,1,2014, Nissan , Leaf 
965,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,500000,1,1,1,4,468,10,8,4,55,0,3,17520,1,2013, Tesla , Model S 
973,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,0,1,1,3,399,0,14,4,35,0,2,9818,1,2014, Toyota , RAV4 EV 
975,4/13/2015,4/1/2015,4,2015,43,1,0,0,0,325000,2,1,1,4,372,5,3,4,55,0,2,20531,1,2013, Tesla , Model S 
978,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,0,3,396,0,14,4,35,0,2,11200,1,2013, Nissan , Leaf 
990,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,0,1,3,113,0,10,2,35,1,2,6000,1,2014, Smart , fortwo 
996,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,325000,3,1,1,4,81,0,30,4,45,0,2,11455,1,2014, Chevrolet , Spark EV 
1000,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,4,235,0,18,2,35,0,2,8400,1,2013, Nissan , Leaf 
1001,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,359,0,11,1,25,0,2,7676,1,2013, Fiat , 500e 
1003,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,375000,1,1,1,4,473,0,15,4,45,0,2,12000,1,2013, Nissan , Leaf 
1005,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,275000,0,1,1,4,156,0,10,3,45,1,4,3383,1,2013, Fiat , 500e 
1008,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,4,223,0,5,2,80,0,2,3022,1,2013, Nissan , Leaf 
1009,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,125000,3,1,1,4,221,1,10,1,45,0,2,10286,1,2013, Nissan , Leaf 
1011,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,75000,3,1,1,4,77,3,12,3,45,1,1,10909,1,2013, Nissan , Leaf 
1014,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,500000,3,1,1,3,862,12,65,5,55,0,5,23294,1,2013, Tesla , Model S 
1016,4/13/2015,4/1/2015,4,2015,43,1,0,0,0,175000,3,1,1,4,221,2,8,3,45,0,2,12342,1,2013, Tesla , Model S 
1018,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,475000,1,1,1,4,205,350,2,2,55,0,3,6524,1,2014, Chevrolet , Spark EV 
1020,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,806,2,2,3,55,0,2,10655,1,2013, Tesla , Model S 
1022,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,225000,2,1,1,4,495,0,8,2,75,0,2,10222,1,2012, Nissan , Leaf 
1024,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,275000,2,1,1,4,280,0,12,3,55,0,3,7765,1,2013, Fiat , 500e 
1028,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,0,3,384,1,12,1,35,0,1,9000,1,2013, Tesla , Model S 
1038,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,4,389,2,2,3,55,0,5,9672,1,2013, Tesla , Model S 
1048,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,375000,3,1,1,4,14,0,18,4,45,1,3,15429,1,2014, Nissan , Leaf 
1055,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,4,81,0,33,4,45,0,3,18000,1,2013, Nissan , Leaf 
1056,4/13/2015,4/1/2015,4,2015,43,1,0,0,0,275000,2,0,0,3,222,0,36,1,65,0,3,3818,1,2014, Fiat , 500e 
1070,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,2,1,1,3,244,0,21,4,55,0,3,13993,1,2012, Nissan , Leaf 
1075,4/28/2015,4/1/2015,4,2015,43,0,1,0,0,125000,3,1,1,4,387,0,5,2,45,1,2,8157,1,2013, Nissan , Leaf 
1079,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,325000,1,1,1,4,181,10,11,1,55,1,2,12522,1,2013, Tesla , Model S 
1080,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,3,500,0,9,1,65,0,2,12818,1,2011, Nissan , Leaf 
1083,4/13/2015,4/1/2015,4,2015,43,1,0,0,0,175000,3,1,1,3,113,0,19,4,45,0,2,7200,1,2015, Ford , Focus Electric 
1084,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,4,75,5,9,1,65,1,2,3327,1,2013, Tesla , Model S 
1091,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,3,142,0,32,4,45,0,3,17217,1,2013, Nissan , Leaf 
1093,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,275000,1,1,1,4,894,0,4,4,45,0,3,11205,1,2013, Nissan , Leaf 
1096,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,4,358,0,13,2,75,0,3,140714,1,2015, Fiat , 500e 
1097,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,275000,2,1,1,4,256,20,10,3,65,0,4,21600,1,2014, Tesla , Model S 
1107,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,85,0,17,3,45,0,3,8000,1,2014, Smart , fortwo 
1114,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,665,5,4,2,65,0,2,7815,1,2014, Tesla , Model S 
1117,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,295,5,0,2,75,0,2,11111,1,2013, Tesla , Model S 
1127,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,425000,3,1,1,4,697,2,6,3,55,0,4,13286,1,2012, Tesla , Model S 
1129,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,2,1,1,3,123,0,23,2,55,0,3,15000,1,2013, Ford , Focus Electric 
1130,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,125000,2,1,1,4,856,20,29,2,75,0,1,25629,1,2012, Tesla , Model S 
1145,4/13/2015,4/1/2015,4,2015,43,1,0,1,1,275000,0,1,1,3,271,0,8,4,55,0,5,3180,1,2015, Mercedes , Benz B Class Electric 
1147,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,375000,2,1,1,4,377,0,34,4,45,0,2,16800,1,2014, Tesla , Model S 
1150,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,4,716,0,22,2,65,0,3,4174,1,2013, Fiat , 500e 
1151,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,500000,3,1,0,3,250,0,7,3,65,0,5,4667,1,2013, Tesla , Model S 
1152,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,1,1,1,3,383,0,26,3,45,1,2,12000,1,2014, Chevrolet , Spark EV 
1156,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,175000,0,1,1,2,256,0,15,2,65,0,3,13800,1,2013, Toyota , RAV4 EV 
1159,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,325000,0,1,1,4,246,0,13,6,55,0,4,22909,1,2014, Toyota , RAV4 EV 
1163,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,125000,3,1,1,4,1123,0,15,3,55,0,2,5455,1,2014, Fiat , 500e 
1167,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,2,957,0,20,2,55,0,4,9330,1,2013, Fiat , 500e 
1170,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,475000,2,1,1,4,148,4,74,1,45,0,1,18000,1,2014, Tesla , Model S 
1171,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,2,89,2,34,1,75,0,1,12000,1,2014, Chevrolet , Spark EV 
1177,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,2,485,1,16,3,45,0,2,7655,1,2012, Nissan , Leaf 
1183,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,175000,3,1,1,4,1235,0,5,3,55,0,2,9800,1,2014, Nissan , Leaf 
1186,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,2,1,0,3,463,0,7,1,55,1,2,8587,1,2013, Fiat , 500e 
1194,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,375000,3,1,1,4,98,1,21,2,75,1,2,6025,1,2013, Tesla , Model S 
1198,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,500000,3,1,1,3,307,0,14,4,45,0,3,7429,1,2013, Fiat , 500e 
1202,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,4,41,0,10,2,65,0,4,9086,1,2014, Ford , Focus Electric 
1203,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,275000,2,1,1,3,971,0,47,2,45,0,4,26733,1,2014, Chevrolet , Spark EV 
1209,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,4,110,0,11,4,35,0,2,11478,1,2013, Nissan , Leaf 
1212,4/13/2015,4/1/2015,4,2015,43,1,0,0,0,125000,3,1,1,3,366,0,6,3,45,0,2,8800,1,2012, Nissan , Leaf 
1220,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,2,1,1,4,669,0,35,4,45,0,2,18000,1,2014, Ford , Focus Electric 
1238,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,0,1,1,4,389,0,9,4,45,1,2,12534,1,2012, Mitsubishi , i0MiEV 
1239,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,139,0,7,1,75,0,5,4000,1,2014, Nissan , Leaf 
1249,4/13/2015,4/1/2015,4,2015,43,0,1,1,0,175000,2,1,1,3,385,0,19,4,45,0,3,1121,1,2013, Fiat , 500e 
1252,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,3,220,1,16,4,35,1,3,9000,1,2014, Fiat , 500e 
1260,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,4,2034,0,9,4,45,0,2,9120,1,2013, Nissan , Leaf 
1263,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,275000,0,1,1,4,150,1,13,2,65,0,2,10909,1,2013, Tesla , Model S 
1274,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,4,163,0,7,4,35,0,2,11106,1,2015, Fiat , 500e 
1275,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,500000,2,1,1,4,364,5,37,2,65,0,3,22000,1,2014, Tesla , Model S 
1276,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,2379,3,15,2,75,0,3,8114,1,2013, Tesla , Model S 
1279,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,2,1,1,3,83,0,4,6,45,1,5,11880,1,2013, Smart , fortwo 
1280,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,4,321,0,7,2,65,1,2,10500,1,2014, Nissan , Leaf 
1285,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,50000,3,1,1,3,411,0,2,1,65,1,2,3097,1,2012, Nissan , Leaf 
1287,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,175000,3,1,1,3,819,2,84,3,65,0,2,19500,1,2013, Tesla , Model S 
1296,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,3,493,0,13,3,45,1,2,9500,1,2012, Mitsubishi , i0MiEV 
1308,4/14/2015,4/1/2015,4,2015,43,0,0,0,0,500000,1,1,1,3,597,4,19,4,45,0,2,16255,1,2013, Tesla , Model S 
1309,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,275000,2,1,1,3,372,1,57,7,55,0,5,29478,1,2013, Tesla , Model S 
1312,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,0,1,4,2955,0,19,3,55,0,5,9000,1,2015, Fiat , 500e 
1317,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,500000,2,1,1,4,492,8,18,4,55,0,5,14397,1,2013, Tesla , Model S 
1318,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,4,470,0,52,4,45,0,3,24000,1,2014, Toyota , RAV4 EV 
1321,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,225000,1,1,1,2,145,0,3,5,55,0,3,6960,1,2013, Nissan , Leaf 
1322,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,275000,3,0,1,3,424,1,13,4,45,0,2,10909,1,2014, Toyota , RAV4 EV 
1325,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,1,0,1,3,120,20,26,2,35,1,1,17642,1,2014, Tesla , Model S 
1328,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,425000,2,1,1,4,860,0,7,4,65,0,4,8571,1,2012, Tesla , Model S 
1334,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,117,1,27,2,65,0,3,11250,1,2013, Tesla , Model S 
1336,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,355,2,1,3,55,0,1,9508,1,2014, Tesla , Model S 
1339,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,0,0,4,155,1,10,2,45,0,2,10400,1,2014, Toyota , RAV4 EV 
1340,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,156,0,3,2,55,1,2,7801,1,2014, Fiat , 500e 
1341,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,500000,0,1,0,3,274,0,4,2,55,0,3,3000,1,2014, BMW , i3 
1342,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,0,3,75,0,34,3,55,0,3,156000,1,2014, Nissan , Leaf 
1350,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,125000,1,1,1,3,321,0,19,3,35,0,2,9654,1,2014, Ford , Focus Electric 
1352,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,4,177,0,28,3,45,1,5,8308,1,2014, Ford , Focus Electric 
1353,4/13/2015,4/1/2015,4,2015,43,0,1,0,0,125000,3,1,1,4,119,0,24,2,55,1,3,13727,1,2012, Nissan , Leaf 
1356,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,3,384,75,56,4,45,0,2,16020,1,2013, Tesla , Model S 
1360,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,375000,1,1,1,4,93,0,15,4,45,0,2,10286,1,2014, Ford , Focus Electric 
1364,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,500000,2,1,1,4,709,6,5,6,65,0,5,10645,1,2012, Tesla , Model S 
1368,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,889,4,47,4,45,0,2,21953,1,2013, Tesla , Model S 
1373,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,175000,1,0,1,4,218,0,12,4,45,0,2,17433,1,2014, Toyota , RAV4 EV 
1374,4/13/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,383,0,18,2,65,0,4,5703,1,2014, Ford , Focus Electric 
1375,4/13/2015,4/1/2015,4,2015,43,0,0,1,0,175000,2,1,1,4,168,0,22,2,65,0,3,16364,1,2014, Toyota , RAV4 EV 
